path	source_sha256	first_date	current_control	current_frontier	frozen_manifest	historical_or_pre_july	focused_hit_count	dependency_flags	family_id	disposition	dependency_type	family_ruling	reuse_gate	manual_review_status
udt_native_stability_configuration_space_audit_2026-08-01/CONFIGURATION_OBJECT_LEDGER.tsv	35ba511cffd58bb148ebbcb6b7335580837ccf1ce901db0d4b33de528baf883e	2026-08-01T17:18:01-04:00	NO	NO	NO	NO	3	pointwise_or_physical_phi;independent_phi_variation;selection_or_ownership	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_stability_configuration_space_audit_2026-08-01/EXACT_DERIVATION.md	2f8da3c7fb4d2fa4cdb5cc8d9633551e1848b872380d8beef9d934ea6d05e936	2026-08-01T17:18:01-04:00	NO	NO	NO	NO	1	selection_or_ownership	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_stability_configuration_space_audit_2026-08-01/PREMISE_LEDGER.tsv	005922dec58066d0e54fafff2201e8973c69cf6b3c9e3be528312c6cfcace947	2026-08-01T17:18:01-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_native_stability_configuration_space_audit_2026-08-01/PREREGISTRATION.md	bed16242d69b2586758b2a9d2381cfdeeecc89a797cbd3611420c9c1def06e22	2026-08-01T16:57:37-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_native_stability_configuration_space_audit_2026-08-01/SOURCE_AUTHORITY_LEDGER.tsv	8a266650f2f8290edd4ce6ea50f31f46d53a5ef9d903d0936a797ef1a4878744	2026-08-01T17:18:01-04:00	NO	NO	NO	NO	2	independent_phi_variation;selection_or_ownership	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_stability_configuration_space_audit_2026-08-01/SOURCE_INVENTORY.tsv	3b6d41e7b2338859dfd6ffd24ec4370d4239d72a50274d20d53e84aca41cdd00	2026-08-01T17:18:01-04:00	NO	NO	NO	NO	108	independent_phi_variation;selection_or_ownership;presentation_or_factorization;stationary_killing	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_stability_configuration_space_audit_2026-08-01/build_audit.py	7534adc1d457039a42374b71a6bb6140e63df273eceb199c4bd33c797a2eac5d	2026-08-01T17:18:01-04:00	NO	NO	NO	NO	4	pointwise_or_physical_phi;independent_phi_variation;selection_or_ownership	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_native_stability_configuration_space_audit_2026-08-01/cold_verify.py	ff478e2c383e8e576706e27e5fa501dabf489a00367e2a45c1e99d3a8a0a2cd9	2026-08-01T17:18:01-04:00	NO	NO	NO	NO	1	selection_or_ownership	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_no_homogeneous_universe_results.md	b9d3b1e85cd699e8b898b6de38d90e3d94008523d5d2b3505516595f7b288a70	2026-07-07T18:02:19-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/ADVERSARIAL_REVIEW.md	d6da5f8ae310082bcff25049208aae88235805dd44910186187818b8d3ea32bf	2026-07-26T01:02:11-04:00	NO	NO	NO	NO	1	selection_or_ownership	F14A_METRIC_ATLAS_AND_CHECKPOINT	CONDITIONAL_REINTERPRETATION_ONLY	SUPPLIED_CONFIGURATION_ATLAS	These metric-led maps vary or catalogue supplied pointwise phi profiles, jets or coframes without deriving their physical ownership. Their exact configuration-space findings survive.	Retain as conditional atlas/checkpoint evidence; no native profile, action or source authority.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/ADVERSARIAL_SOURCE_FIRST_EXPECTATION.md	b9ee888dfa9a11dfcaff7a4d6bd7780d1ae3fdd4a303c2feda64df04a37d32b7	2026-07-26T01:02:11-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/AUDIT_REPORT.md	152e3a15962d4d4e329160a7b73927efeeaa4afa8f0c65fe5f14f5dc8f8e7145	2026-07-26T01:02:11-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/CHANNEL_UNIVERSE.tsv	69a6e68f712b5364171d21c143eb86c4157e76a4dde5aa040b5cafe1b0e2d7a8	2026-07-26T00:43:13-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/EXACT_DERIVATION.md	73fa1c064c4f7a02777e1d2a954c6b08e10d3d64f90999ecfb3e44f1ca32ae10	2026-07-26T01:02:11-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/FALSIFICATION_CONTRACT.tsv	a6daccea290378f1354b740d58b7a2df254f9437df2586ac9e52ce2704e292fb	2026-07-26T00:43:13-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/LAY_REPORT.md	c2d7086b0e24e9d9c6d7e95523529ff888bf4fd711769cf799329de21daa9620	2026-07-26T01:02:11-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/PREMISE_LEDGER.tsv	44de3b65f21d0573af3361c88efa8752824bff8da1e705de646702270f9999c2	2026-07-26T00:43:13-04:00	NO	NO	NO	NO	1	selection_or_ownership	F14A_METRIC_ATLAS_AND_CHECKPOINT	CONDITIONAL_REINTERPRETATION_ONLY	SUPPLIED_CONFIGURATION_ATLAS	These metric-led maps vary or catalogue supplied pointwise phi profiles, jets or coframes without deriving their physical ownership. Their exact configuration-space findings survive.	Retain as conditional atlas/checkpoint evidence; no native profile, action or source authority.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/PREREGISTRATION.md	7f85dd2e418c1a87c38c8d792c6519aed6847bc9ff34c11d25a186563d367644	2026-07-26T00:43:13-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/SOURCE_MANIFEST.tsv	4465ee765625ed0a7190cebb2feaec46b6c7be8ee926014421ee6a3938999817	2026-07-26T00:43:13-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/SOURCE_SCOPE.tsv	920f74aee289b82869470fbcf99b0cf7137443f59a52bc881f20d1d6c2da31d1	2026-07-26T00:43:13-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/derive_cartan_ensemble.py	4d070e634cd1cf5d414a501ece5d4bdd6372d432b3d277b05c13cfa1e7f0b8a7	2026-07-26T01:02:11-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/verify_adversarial_coordinate_metric.py	95b0c4ad927da622f70dde09173d5b5dd6494e6f462f88460beda5348c73d196	2026-07-26T01:02:11-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/verify_adversarial_koszul.py	90e8999e14b7040e9d17eed51fe765902b0e1217e21f52e4a2c8e034a15b906f	2026-07-26T01:02:11-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_observer_centered_xmax_frame_correction_2026-07-23/AUDIT_REPORT.md	91328e4fca88980cc37621b0e9d4e7f1162c079c0a1780adac853b205c945cb1	2026-07-23T15:29:03-04:00	NO	NO	NO	NO	1	selection_or_ownership	F14C_REMAINING_EXPLICIT_FAMILIES	CONDITIONAL_REINTERPRETATION_ONLY	EXPLICIT_SUPPLIED_BRANCH_OR_DOCUMENTARY_FAMILY	Each remaining exposed family was reviewed through its report/premise source: it varies a supplied profile/coframe, gives a conditional branch witness, or is documentary comparison. None derives a universal pointwise owner.	Retain exact scoped content; current relational overlay is mandatory.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_observer_centered_xmax_frame_correction_2026-07-23/DERIVATION_RESULT.json	2d1bba5a089cf600144a68fb8fcbccfe316b42cbaa241f275c5cc6a5f9a9c662	2026-07-23T15:29:03-04:00	NO	NO	NO	NO	2	stationary_killing;supplied_conditional	F14C_REMAINING_EXPLICIT_FAMILIES	CONDITIONAL_REINTERPRETATION_ONLY	EXPLICIT_SUPPLIED_BRANCH_OR_DOCUMENTARY_FAMILY	Each remaining exposed family was reviewed through its report/premise source: it varies a supplied profile/coframe, gives a conditional branch witness, or is documentary comparison. None derives a universal pointwise owner.	Retain exact scoped content; current relational overlay is mandatory.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_observer_centered_xmax_frame_correction_2026-07-23/LAY_REPORT.md	6c7cc8f03338790f841e519f6a54dac57994c1d7b359972c52cc8f30460febf7	2026-07-23T15:29:03-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_observer_centered_xmax_frame_correction_2026-07-23/NEXT_STEP.md	918a518d969c8dd8a3fcc5f41be401437b8e1362f9ad8106e3ce755dd1b79f1e	2026-07-23T15:29:03-04:00	NO	NO	NO	NO	1	selection_or_ownership	F14C_REMAINING_EXPLICIT_FAMILIES	CONDITIONAL_REINTERPRETATION_ONLY	EXPLICIT_SUPPLIED_BRANCH_OR_DOCUMENTARY_FAMILY	Each remaining exposed family was reviewed through its report/premise source: it varies a supplied profile/coframe, gives a conditional branch witness, or is documentary comparison. None derives a universal pointwise owner.	Retain exact scoped content; current relational overlay is mandatory.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_observer_centered_xmax_frame_correction_2026-07-23/PARENT_REGRADE.tsv	14de8b9e6bc81a402fbbeeb39dd4353f806705c48374f96808e1cbba8580ca74	2026-07-23T15:29:03-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_observer_centered_xmax_frame_correction_2026-07-23/PREMISE_LEDGER.tsv	7d789e68437c65161fc827e8bd94540def4793c08bb1de312c4c19b60f570bb3	2026-07-23T15:20:23-04:00	NO	NO	NO	NO	2	selection_or_ownership;supplied_conditional	F14C_REMAINING_EXPLICIT_FAMILIES	CONDITIONAL_REINTERPRETATION_ONLY	EXPLICIT_SUPPLIED_BRANCH_OR_DOCUMENTARY_FAMILY	Each remaining exposed family was reviewed through its report/premise source: it varies a supplied profile/coframe, gives a conditional branch witness, or is documentary comparison. None derives a universal pointwise owner.	Retain exact scoped content; current relational overlay is mandatory.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_observer_centered_xmax_frame_correction_2026-07-23/PREREGISTRATION.md	843b3ea0cb61f63e912da4cfa789299ab5025e53da40525b6ee89669d48b6a4e	2026-07-23T15:20:23-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_observer_centered_xmax_frame_correction_2026-07-23/derive_observer_centered_xmax.py	26155c3fc82442995f240ead6b056f11a3ad7bf3f82f2d7df273b1e9446659b6	2026-07-23T15:29:03-04:00	NO	NO	NO	NO	2	stationary_killing;supplied_conditional	F14C_REMAINING_EXPLICIT_FAMILIES	CONDITIONAL_REINTERPRETATION_ONLY	EXPLICIT_SUPPLIED_BRANCH_OR_DOCUMENTARY_FAMILY	Each remaining exposed family was reviewed through its report/premise source: it varies a supplied profile/coframe, gives a conditional branch witness, or is documentary comparison. None derives a universal pointwise owner.	Retain exact scoped content; current relational overlay is mandatory.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_observer_depth_angle_transition_audit_2026-07-24/ADVERSARIAL_REVIEW.md	eeafd2772e45ca847f1cb7d604e305e71442ec707c15d5a60b2ef4c483c0315d	2026-07-24T14:34:31-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_observer_depth_angle_transition_audit_2026-07-24/AUDIT_REPORT.md	253c5d7bdddfff30b7a0fbc8dd7d9b200d059eb98199f182f0c4ba6ebc2131a7	2026-07-24T14:34:31-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_observer_depth_angle_transition_audit_2026-07-24/CANDIDATE_REGISTRY.tsv	a9b7f099162f0c2a566ec282ae45eaaf4756bf9d0f3f4d84bba5e9ea6823dc4a	2026-07-24T14:26:03-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_observer_depth_angle_transition_audit_2026-07-24/COMMANDS.txt	07360bafa9e45699e94e6ecb06507abc294d5ce0e06860e01646e34a207e1328	2026-07-24T14:34:31-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_observer_depth_angle_transition_audit_2026-07-24/DERIVATION_RESULT.json	cf54d48a9c64ededb4e3924750b673e4d8fd0fff4778a5e588639e6889c0adda	2026-07-24T14:34:31-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_observer_depth_angle_transition_audit_2026-07-24/EXACT_DERIVATION.md	bbdedd25227f824b48afa40a42ea9a11661713725f7364b9a80269dda8edc1e8	2026-07-24T14:34:31-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_observer_depth_angle_transition_audit_2026-07-24/FOUR_GATES.md	167ff1cb0ce366ad37086f7cfe7598e7a86fbc0599b0aaa1ff0fe3d949745113	2026-07-24T14:34:31-04:00	NO	NO	NO	NO	1	selection_or_ownership	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_observer_depth_angle_transition_audit_2026-07-24/INDEPENDENT_VERIFICATION.json	48c198f8de60839c561d2a07f47efc46e53d0b3bcc51fcf8cb1847518767238b	2026-07-24T14:34:31-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_observer_depth_angle_transition_audit_2026-07-24/LAY_REPORT.md	db97defb73859cc9bd6c3c3109a047f6868fc9ddfa43e8a4e870a530972b9d48	2026-07-24T14:34:31-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_observer_depth_angle_transition_audit_2026-07-24/PREMISE_LEDGER.tsv	acef13fb75846404e281af584eb9d4c88d320d30c26d81493ada43f2510956e7	2026-07-24T14:26:03-04:00	NO	NO	NO	NO	1	selection_or_ownership	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_observer_depth_angle_transition_audit_2026-07-24/PREREGISTRATION.md	c75edf6dfbba25b97f2e7f9f0ce0906d5e668498aca614022a61da75e3524f43	2026-07-24T14:26:03-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
