current_path	primary_owner	migration_readiness	blocking_or_change_requirement	inbound_dependency_categories	inbound_dependency_sources	unresolved_dynamic_touches	recommended_destination_if_migrated
solver_action.py	NATIVE_ACTION	IMPORT_MIGRATION_REQUIRED	PYTHON_IMPORT_OR_TEST_PATH_CLOSURE_REQUIRED	PYTHON_IMPORT;TEST;TEXT_REFERENCE	.claude/skills/no-shortcuts/SKILL.md;CROSS_MODEL_VERIFY.md;HANDOFF_ARCHIVE.md;N5d_solver_build_plan.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_basin_D1_galerkin_arc_2026-06-30.md;archive/pre_native_coupled/EXTERNAL_AUDIT_2026-06-30.md;archive/pre_native_coupled/PROVENANCE_AUDIT_2026-06-30.md;archive/pre_native_coupled/SOLVER_AUDIT_2026-06-29.md;codex_rehearsal_transcript.txt;p2_operator_from_action_results.md;p4_cross_model_verify_results.md;solver_action.py;tests/test_operator_from_action.py;tests/test_solution_space_gate.py	0	-
solver_build_MAP.md	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/solver_build_MAP.md
solver_pack.py	LEGACY_FROZEN	IMPORT_MIGRATION_REQUIRED	PYTHON_IMPORT_OR_TEST_PATH_CLOSURE_REQUIRED	PYTHON_IMPORT;TEXT_REFERENCE	archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;full3d_newton.py;legacy/root_oneoffs_2026-07-01/full3d_solver.py;solver_pack.py	0	-
sourced_second_jet_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	NEGATIVES_REGISTRY.md;STATE.md;archive/w8_catalog_problem.md;legacy/root_oneoffs_2026-07-01/w_stiffness_routeC_sector_audit.py;n_derivation_results.md	0	-
spectral_cheb.py	LEGACY_FROZEN	IMPORT_MIGRATION_REQUIRED	PYTHON_IMPORT_OR_TEST_PATH_CLOSURE_REQUIRED	PYTHON_IMPORT;TEXT_REFERENCE	HANDOFF_ARCHIVE.md;NEGATIVES_REGISTRY.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/full3d_catalog_results.md;archive/spectral_catalog_solver_results.md;archive/time_live_bare_solve_DESIGN.md;cell_solver_f2d.py;cell_solver_f2d_BUILDNOTES.md;f_rtheta_free_field_MAP.md;full3d_spectral.py;legacy/root_oneoffs_2026-07-01/VERIF_relax_correct.py;legacy/root_oneoffs_2026-07-01/kte_grid_measure.py;legacy/root_oneoffs_2026-07-01/phase1_core_regularity.py;legacy/root_oneoffs_2026-07-01/phase1_geon_solve.py;legacy/root_oneoffs_2026-07-01/phase1_spectrum.py;legacy/root_oneoffs_2026-07-01/phase2b_ensemble_solve.py;legacy/root_oneoffs_2026-07-01/spectral_3d.py;legacy/root_oneoffs_2026-07-01/spectral_axisym_engine.py;legacy/root_oneoffs_2026-07-01/spectral_catalog_solver.py;spectral_cheb.py;spectral_radial_soliton.py	0	-
spectral_radial_soliton.py	LEGACY_FROZEN	IMPORT_MIGRATION_REQUIRED	PYTHON_IMPORT_OR_TEST_PATH_CLOSURE_REQUIRED	PYTHON_IMPORT;TEXT_REFERENCE	F0_SYSTEMATIC_AUDIT_results.md;NEGATIVES_REGISTRY.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/M12_winding_bc_closure_results.md;archive/RECON_B_microphysics.md;archive/full3d_catalog_results.md;archive/infrastructure_audit_3d_2026-06-16.md;archive/pre_native_coupled/SOLVER_AUDIT_2026-06-29.md;archive/s2_s3_identity_results.md;archive/spectral_catalog_solver_results.md;archive/theta_bc_provenance_results.md;legacy/root_oneoffs_2026-07-01/VERIF_correct_el_onshell.py;legacy/root_oneoffs_2026-07-01/VERIF_divT_num.py;legacy/root_oneoffs_2026-07-01/VERIF_el_onshell.py;legacy/root_oneoffs_2026-07-01/VERIF_relax_correct.py;legacy/root_oneoffs_2026-07-01/VERIF_remaining.py;legacy/root_oneoffs_2026-07-01/full3d_final_run.py;legacy/root_oneoffs_2026-07-01/full3d_solver.py;legacy/root_oneoffs_2026-07-01/spectral_axisym_engine.py;legacy/root_oneoffs_2026-07-01/spectral_catalog_solver.py;legacy/root_oneoffs_2026-07-01/winding_catalog_map.py;spectral_radial_soliton.py	0	-
spectral_sph.py	LEGACY_FROZEN	IMPORT_MIGRATION_REQUIRED	PYTHON_IMPORT_OR_TEST_PATH_CLOSURE_REQUIRED	PYTHON_IMPORT;TEXT_REFERENCE	NEGATIVES_REGISTRY.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/full3d_catalog_results.md;archive/infrastructure_audit_3d_2026-06-16.md;archive/time_live_bare_solve_DESIGN.md;full3d_spectral.py;legacy/root_oneoffs_2026-07-01/full3d_grid_shexact.py;legacy/root_oneoffs_2026-07-01/sh_theta_operator.py;spectral_sph.py;spectral_sph_exact.py	0	-
spectral_sph_exact.py	LEGACY_FROZEN	IMPORT_MIGRATION_REQUIRED	PYTHON_IMPORT_OR_TEST_PATH_CLOSURE_REQUIRED	PYTHON_IMPORT;TEXT_REFERENCE	HANDOFF_ARCHIVE.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;cell_solver_f2d.py;cell_solver_f2d_BUILDNOTES.md;f_rtheta_free_field_MAP.md;free_s2_matter.py;spectral_sph_exact.py	0	-
stability_branch_follow_256.py	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	UDT_H3_CORRECTED_G_THEN_F_SEQUENCING_DISPATCH.md;codex_rehearsal_transcript.txt;stability_branch_follow_256_DECISION.md	0	-
stability_branch_follow_256_DECISION.md	PARTICLE_MASS	IMMUTABLE_PATH	REFERENCED_BY_SIX_FROZEN_PACKAGES	MARKDOWN_LINK;STARTUP;TEXT_REFERENCE	AGENTS.md;HANDOFF_ARCHIVE.md;LIVE.md;MEMORY.md;README.md;UDT_F_POSTRETURN_AUDIT_AND_CODEX_TRANSITION_DISPATCH.md;UDT_H3_BOUNDARY_AUDIT_PATCH_THEN_F_DISPATCH.md;UDT_H3_BOUNDARY_VIRIAL_CLOSURE_BEFORE_F_DISPATCH.md;UDT_H3_CORRECTED_G_THEN_F_SEQUENCING_DISPATCH.md;UDT_NATIVE_ACTION_WORKSTATION_SYNC_DISPATCH.md;archive/native_action_chat_2026-07-14_15/UDT_NATIVE_ACTION_NONCOLD_MAP.md;codex_rehearsal_transcript.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_sync_audit_2026-07-17/round2_transcript.txt;native_action_sync_audit_2026-07-17/round3_transcript.txt;native_action_sync_audit_2026-07-17/round4_transcript.txt;native_action_sync_audit_2026-07-17/round5_transcript.txt;native_action_sync_audit_2026-07-17/round6_transcript.txt;native_action_sync_audit_2026-07-17/round7_transcript.txt;native_action_sync_audit_2026-07-17/round8_transcript.txt;native_action_sync_audit_2026-07-17/round9_banked_transcript.txt;verifier_evidence_2026-07-14/blind_verifier_raw_output.txt	0	-
stability_branch_follow_256_out.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	FILE_PATH;TEXT_REFERENCE	stability_branch_follow_256.py	0	-
stability_checkerboard_audit.py	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	archive/LIVE_h3_stability_layers_2026-07-11_12.md;codex_rehearsal_transcript.txt;stability_branch_follow_256_DECISION.md;verifier_evidence_2026-07-14/blind_verifier_raw_output.txt	0	-
stability_checkerboard_audit_out.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	FILE_PATH;TEXT_REFERENCE	native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt;noNull_energy.py;stability_checkerboard_audit.py	0	-
stability_eigenmode_256.py	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	archive/LIVE_h3_stability_layers_2026-07-11_12.md;codex_rehearsal_transcript.txt;stability_branch_follow_256_DECISION.md;verifier_evidence_2026-07-14/blind_verifier_raw_output.txt	0	-
stability_eigenmode_256_out.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	FILE_PATH;TEXT_REFERENCE	codex_rehearsal_transcript.txt;stability_branch_follow_256_DECISION.md;stability_eigenmode_256.py	0	-
stability_filter_miniMAP.md	PARTICLE_MASS	IMMUTABLE_PATH	REFERENCED_BY_SIX_FROZEN_PACKAGES	TEXT_REFERENCE	CANON.md;archive/LIVE_stability_stageD_microphysics_arc_2026-07-03_04.md;cascade_s2_core.py;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt;native_action_sync_audit_2026-07-17/round7_transcript.txt;native_action_sync_audit_2026-07-17/round8_transcript.txt;native_action_sync_audit_2026-07-17/round9_banked_transcript.txt;stability_operator_results.md;stability_stage2_results.md	0	-
stability_operator_results.md	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	TEXT_REFERENCE	CANON.md;HANDOFF_ARCHIVE.md;archive/LIVE_stability_stageD_microphysics_arc_2026-07-03_04.md;cascade_bv14_lib.py;cascade_bv15_asm.py;cascade_s2_core.py;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt;native_action_sync_audit_2026-07-17/round7_transcript.txt;native_action_sync_audit_2026-07-17/round8_transcript.txt;native_action_sync_audit_2026-07-17/round9_banked_transcript.txt;stability_stage2_results.md;verifier_evidence_2026-07-14/blind_verifier_raw_output.txt	0	-
stability_stage2_results.md	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	TEXT_REFERENCE	CANON.md;HANDOFF_ARCHIVE.md;archive/LIVE_stability_stageD_microphysics_arc_2026-07-03_04.md;ladder_softmode_results.md;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt;native_action_sync_audit_2026-07-17/round7_transcript.txt;native_action_sync_audit_2026-07-17/round8_transcript.txt;native_action_sync_audit_2026-07-17/round9_banked_transcript.txt	0	-
stage1_edge_scan.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	archive/LIVE_historical_frontier_through_2026-07-08.md	0	-
stageD_bv_compare.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	stageD_bv_compare.py	0	-
stageD_bv_forecast_check.py	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/stageD_bv_forecast_check.py
stageD_bv_reshoot.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	codex_rehearsal_transcript.txt	0	-
stageD_bv_reshoot_results.json	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	stageD_bv_reshoot.py	0	-
stageD_compare.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	cascade_stageD_results.md;stageD_bv_compare.py	0	-
stageD_comparison.json	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	FILE_PATH;TEXT_REFERENCE	stageD_bv_compare.py;stageD_compare.py	1	-
stageD_forecast_gen.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	cascade_stageD_prereg.md;stageD_forecast_gen.py;stageD_frozen_forecast.md	0	-
stageD_frozen_forecast.json	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	FILE_PATH;TEXT_REFERENCE	cascade_stageD_prereg.md;stageD_bv_compare.py;stageD_compare.py;stageD_forecast_gen.py;stageD_frozen_forecast.md	3	-
stageD_frozen_forecast.md	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	cascade_stageD_prereg.md;classB_embedded_rung_gatecheck_results.md;classB_rung_resonance_classification_results.md;classify_rung_resonance.py	0	-
stageD_refine_pass2.json	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	cascade_stageD_sweep_refine.py;stageD_sweep_results_raw.json;stageD_sweep_results_raw.md	0	-
stageD_scan_pass1.json	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	cascade_stageD_sweep_refine.py;cascade_stageD_sweep_scan.py;stageD_sweep_results_raw.json;stageD_sweep_results_raw.md	1	-
stageD_sweep_results_raw.json	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	FILE_PATH;TEXT_REFERENCE	stageD_bv_compare.py;stageD_compare.py;stageD_sweep_results_raw.md	2	-
stageD_sweep_results_raw.md	LEGACY_FROZEN	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	archive/pre_2026-07-01/stageD_sweep_results_raw.md
sweep_E2b_A1Z1.py	LEGACY_FROZEN	IMPORT_MIGRATION_REQUIRED	PYTHON_IMPORT_OR_TEST_PATH_CLOSURE_REQUIRED	PYTHON_IMPORT;TEXT_REFERENCE	microphysics_E2b_A1Z1_results.md;sweep_E2b_A1Z1.py;sweep_E2b_A1Z1_gridcheck.py;sweep_E2b_A1Z1_phase2.py;sweep_E2b_A3Z8.py	0	-
sweep_E2b_A1Z1_anatomy.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	microphysics_E2b_A1Z1_results.md;sweep_E2b_A1Z1_anatomy.py	0	-
sweep_E2b_A1Z1_gridcheck.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	microphysics_E2b_A1Z1_results.md	0	-
sweep_E2b_A1Z1_phase2.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	microphysics_E2b_A1Z1_results.md;sweep_E2b_A1Z1_phase2.py;sweep_E2b_A3Z8_phase2.py	0	-
sweep_E2b_A1Z8.py	LEGACY_FROZEN	IMPORT_MIGRATION_REQUIRED	PYTHON_IMPORT_OR_TEST_PATH_CLOSURE_REQUIRED	PYTHON_IMPORT;TEXT_REFERENCE	microphysics_E2b_A1Z8_results.md;sweep_E2b_A1Z1.py;sweep_E2b_A1Z8.py;sweep_E2b_A1Z8_gridcheck.py;sweep_E2b_A1Z8_phase2.py	0	-
sweep_E2b_A1Z8_anatomy.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	microphysics_E2b_A1Z8_results.md;sweep_E2b_A1Z8_anatomy.py	0	-
sweep_E2b_A1Z8_gridcheck.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	microphysics_E2b_A1Z8_results.md	0	-
sweep_E2b_A1Z8_phase2.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	microphysics_E2b_A1Z8_results.md;sweep_E2b_A1Z8_phase2.py	0	-
sweep_E2b_A3Z1.py	LEGACY_FROZEN	IMPORT_MIGRATION_REQUIRED	PYTHON_IMPORT_OR_TEST_PATH_CLOSURE_REQUIRED	PYTHON_IMPORT;TEXT_REFERENCE	microphysics_E2b_A3Z1_results.md;sweep_E2b_A3Z1.py;sweep_E2b_A3Z1_extfloor.py;sweep_E2b_A3Z1_gridcheck.py;sweep_E2b_A3Z1_phase2.py	0	-
sweep_E2b_A3Z1_anatomy.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	codex_rehearsal_transcript.txt;microphysics_E2b_A3Z1_results.md;sweep_E2b_A3Z1_anatomy.py	0	-
sweep_E2b_A3Z1_extfloor.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	microphysics_E2b_A3Z1_results.md;sweep_E2b_A3Z1_extfloor.py	0	-
sweep_E2b_A3Z1_gridcheck.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	microphysics_E2b_A3Z1_results.md	0	-
sweep_E2b_A3Z1_phase2.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	microphysics_E2b_A3Z1_results.md;sweep_E2b_A3Z1_phase2.py	0	-
sweep_E2b_A3Z8.py	LEGACY_FROZEN	IMPORT_MIGRATION_REQUIRED	PYTHON_IMPORT_OR_TEST_PATH_CLOSURE_REQUIRED	PYTHON_IMPORT;TEXT_REFERENCE	microphysics_E2b_A3Z8_results.md;sweep_E2b_A3Z1.py;sweep_E2b_A3Z8.py;sweep_E2b_A3Z8_extfloor.py;sweep_E2b_A3Z8_gridcheck.py;sweep_E2b_A3Z8_phase2.py	0	-
sweep_E2b_A3Z8_anatomy.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	microphysics_E2b_A3Z8_results.md;sweep_E2b_A3Z8_anatomy.py	0	-
sweep_E2b_A3Z8_extfloor.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	microphysics_E2b_A3Z8_results.md;sweep_E2b_A3Z8_extfloor.py	0	-
sweep_E2b_A3Z8_gridcheck.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	microphysics_E2b_A3Z8_results.md	0	-
sweep_E2b_A3Z8_phase2.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	microphysics_E2b_A3Z8_results.md;sweep_E2b_A3Z1_phase2.py;sweep_E2b_A3Z8_phase2.py	0	-
switch_criterion_derivation.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;gp_switch_criterion_results.md	0	-
threadB_WORKSTATION_DISPATCH.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	INDEX.md;codex_rehearsal_transcript.txt	0	-
threadB_WORKSTATION_DISPATCH_mirror_vs_wall.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	INDEX.md;LIVE.md;codex_rehearsal_transcript.txt;threadB_f2d_mirror_vs_wall_results.md	0	-
threadB_coupled_cell_flatness_Lselector_CHARTER.md	MACRO	IMMUTABLE_PATH	REFERENCED_BY_SIX_FROZEN_PACKAGES	STARTUP;TEXT_REFERENCE	CANON.md;INDEX.md;codex_rehearsal_transcript.txt;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt;native_action_sync_audit_2026-07-17/round7_transcript.txt;native_action_sync_audit_2026-07-17/round8_transcript.txt;native_action_sync_audit_2026-07-17/round9_banked_transcript.txt;simple_metric_alpha_restoring_probe_results.md;simple_metric_center_dS_external_verify_pass_results.md;threadB_WORKSTATION_DISPATCH.md;verify_TAB_transverse_stress.py	0	-
threadB_coupled_cell_flatness_Lselector_results.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;MEMORY.md;codex_rehearsal_transcript.txt;threadB_WORKSTATION_DISPATCH.md;threadB_WORKSTATION_DISPATCH_mirror_vs_wall.md;threadB_f2d_drain_solver_first_MAP.md;threadB_f2d_nonround_topological_audit_results.md	0	-
threadB_f2d_drain_solver_first_MAP.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	INDEX.md;LIVE.md;MEMORY.md;codex_rehearsal_transcript.txt;threadB_WORKSTATION_DISPATCH_mirror_vs_wall.md;threadB_coupled_cell_flatness_Lselector_results.md;threadB_f2d_mirror_vs_wall_results.md;threadB_f2d_nonround_topological_audit_results.md	0	-
threadB_f2d_mirror_vs_wall_results.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	INDEX.md;LIVE.md;MEMORY.md;codex_rehearsal_transcript.txt;threadB_WORKSTATION_DISPATCH_mirror_vs_wall.md;threadB_f2d_drain_solver_first_MAP.md	0	-
threadB_f2d_nonround_topological_audit_results.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	INDEX.md;LIVE.md;codex_rehearsal_transcript.txt;threadB_WORKSTATION_DISPATCH_mirror_vs_wall.md;threadB_f2d_drain_solver_first_MAP.md;threadB_f2d_mirror_vs_wall_results.md	0	-
threadB_timelive_linear_nogo_and_finite_amp_MAP.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	HANDOFF.md;INDEX.md;LIVE.md;MEMORY.md;codex_rehearsal_transcript.txt;hopfion_GP_exterior_NEXT_CHARTER.md;hopfion_fixedQ_isorotation_MAP.md;hopfion_mass_background_coupling_MAP.md	0	-
tier_d_round2_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	NEGATIVES_REGISTRY.md;STATE.md	0	-
tier_d_round3_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	STATE.md	0	-
twin_ladder_involution_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_universe_cell_ladder_arc_2026-07-02.md;cascade_s2_core.py	0	-
u_plat_m1_18x8x8.json	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	NONE	NONE	0	-
u_plat_m1_18x8x8.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	NONE	NONE	0	-
u_plat_m2_18x8x8.json	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	NONE	NONE	0	-
u_plat_m2_18x8x8.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	legacy/root_oneoffs_2026-07-01/large_grid_gates.py	0	-
u_plat_m3_18x8x8.json	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	NONE	NONE	0	-
u_plat_m3_18x8x8.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	NONE	NONE	0	-
udt_canonical_geometry.md	FOUNDATIONS	IMMUTABLE_PATH	REFERENCED_BY_SIX_FROZEN_PACKAGES	STARTUP;TEXT_REFERENCE	CLAUDE.md;HANDOFF_ARCHIVE.md;NEGATIVES_REGISTRY.md;STATE.md;archive/DYNAMIC_SCALE_SYNTHESIS.md;archive/LIVE_historical_frontier_through_2026-07-08.md;archive/LIVE_xmax_homogeneity_detour_2026-07-07.md;archive/RECON_A_cosmology.md;archive/UDT_REBUILD.md;archive/gravity_sector_local_reduction_results.md;archive/horizon_cmb_correspondence.md;archive/sparc_native_force_law_note.md;archive/step0_bridge_results.md;archive/udt_active_results.md;archive/udt_field_equation_vacuum_structure_results.md;archive/udt_max_distance_invariance_FRAME.md;archive/udt_validated_results.md;archive/udt_xmax_boost_derivation_results.md;d1_angular_constants_native_rederivation.md;derived_background_and_phi_coupling_DESIGN.md;grok/quarantine_free_DA/macro_sector_fork_resolution.md;legacy/root_oneoffs_2026-07-01/step0_bridge.py;legacy/root_oneoffs_2026-07-01/w2_arm1_line1_transport_loop.py;legacy/root_oneoffs_2026-07-01/w2_arm1_line2_tie_depth.py;legacy/root_oneoffs_2026-07-01/w2_arm1_line4_secondjet_census.py;legacy_hadron_survivor_filter.md;luminosity_distance_n2_optics_results.md;mass_emergence_canonical_geometry.md;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt;negative_phi_native_geometry.md;rescued_workspaces/2026-06-11/tmp_loose_scripts/s74_wind_down_handoff_startup.py;simple_metric_operator_inspiration_SEARCH.md;simple_metric_third_path_derive.md;sne_test_derived_law.py;sne_test_derived_n.py;sne_test_transverse_geometry.py;threadB_coupled_cell_flatness_Lselector_CHARTER.md;udt_field_equations_derivation_results.md;udt_no_homogeneous_universe_results.md;udt_phi_blindness_relaxation_results.md	0	-
